Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Mart,9,2024-03-09,Fatura Ödemesi,262.69,Kafe,Starbucks
2024,Mart,3,2024-03-03,Kafe,318.94,Fatura Ödemesi,Su
2024,Mart,23,2024-03-23,Kafe,326.94,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Kafe,268.14,Seyahat,Tren
2024,Mart,1,2024-03-01,Kafe,156.5,Kafe,Gloria Jeans
2024,Mart,6,2024-03-06,Fatura Ödemesi,55.3,Giyim,LC Waikiki
2024,Mart,28,2024-03-28,Fatura Ödemesi,482.99,Seyahat,Uçak
2024,Mart,27,2024-03-27,Seyahat,313.67,ATM,ATM Çekimi
2024,Mart,6,2024-03-06,Alışveriş,494.13,Seyahat,Otobüs
2024,Mart,3,2024-03-03,Fatura Ödemesi,196.77,ATM,ATM Çekimi
2024,Mart,27,2024-03-27,Kafe,135.08,Kafe,Starbucks
2024,Mart,13,2024-03-13,Kafe,259.53,Seyahat,Otobüs
2024,Mart,4,2024-03-04,ATM Çekimi,58.06,ATM,ATM Çekimi
2024,Mart,5,2024-03-05,Fatura Ödemesi,137.27,ATM,ATM Çekimi
2024,Mart,31,2024-03-31,ATM Çekimi,17.28,Seyahat,Otobüs
2024,Mart,22,2024-03-22,ATM Çekimi,372.21,Giyim,LC Waikiki
2024,Mart,2,2024-03-02,Alışveriş,148.25,Giyim,H&M
2024,Mart,12,2024-03-12,Seyahat,488.07,Seyahat,Tren
2024,Mart,26,2024-03-26,ATM Çekimi,307.81,Giyim,Zara
2024,Mart,5,2024-03-05,Seyahat,406.03,Kafe,Gloria Jeans
2024,Mart,27,2024-03-27,ATM Çekimi,135.94,ATM,ATM Çekimi
2024,Mart,4,2024-03-04,Alışveriş,160.09,Giyim,Zara
2024,Mart,18,2024-03-18,ATM Çekimi,150.06,Giyim,LC Waikiki
2024,Mart,29,2024-03-29,Alışveriş,176.15,Kafe,Gloria Jeans
2024,Mart,7,2024-03-07,Alışveriş,200.5,Seyahat,Uçak
2024,Mart,30,2024-03-30,Kafe,146.2,Giyim,H&M
2024,Mart,24,2024-03-24,Kafe,314.4,Fatura Ödemesi,Elektrik
2024,Mart,6,2024-03-06,ATM Çekimi,397.1,Seyahat,Uçak
2024,Mart,30,2024-03-30,Fatura Ödemesi,284.67,ATM,ATM Çekimi
2024,Mart,19,2024-03-19,Fatura Ödemesi,428.99,Fatura Ödemesi,Doğalgaz
2024,Mart,21,2024-03-21,Kafe,304.02,Giyim,LC Waikiki
2024,Mart,16,2024-03-16,Kafe,272.66,Seyahat,Otobüs
2024,Mart,2,2024-03-02,Seyahat,84.72,Fatura Ödemesi,Doğalgaz
2024,Mart,5,2024-03-05,Seyahat,323.5,Giyim,Zara
2024,Mart,17,2024-03-17,Seyahat,204.65,Seyahat,Uçak
2024,Mart,4,2024-03-04,Alışveriş,386.45,Seyahat,Otobüs
2024,Mart,16,2024-03-16,Kafe,105.63,Seyahat,Otobüs
2024,Mart,30,2024-03-30,Fatura Ödemesi,434.52,Fatura Ödemesi,Su
2024,Mart,5,2024-03-05,Kafe,461.36,Giyim,H&M
2024,Mart,17,2024-03-17,Kafe,206.73,Fatura Ödemesi,Elektrik
2024,Mart,27,2024-03-27,Seyahat,110.07,Seyahat,Tren
2024,Mart,14,2024-03-14,Alışveriş,341.08,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,ATM Çekimi,135.07,Fatura Ödemesi,Elektrik
2024,Mart,13,2024-03-13,Seyahat,304.78,ATM,ATM Çekimi
2024,Mart,28,2024-03-28,Alışveriş,395.44,Giyim,H&M
2024,Mart,29,2024-03-29,Seyahat,406.69,Kafe,Gloria Jeans
2024,Mart,30,2024-03-30,Alışveriş,87.62,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Fatura Ödemesi,137.65,Giyim,H&M
2024,Mart,17,2024-03-17,Alışveriş,263.96,Fatura Ödemesi,Elektrik
2024,Mart,24,2024-03-24,Fatura Ödemesi,495.63,Seyahat,Tren
2024,Mart,5,2024-03-05,Fatura Ödemesi,77.17,ATM,ATM Çekimi
2024,Mart,29,2024-03-29,Alışveriş,429.57,Kafe,Gloria Jeans
2024,Mart,8,2024-03-08,Seyahat,426.11,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,ATM Çekimi,416.54,Seyahat,Uçak
2024,Mart,13,2024-03-13,ATM Çekimi,467.82,Fatura Ödemesi,Su
2024,Mart,13,2024-03-13,Fatura Ödemesi,135.43,Fatura Ödemesi,Doğalgaz
2024,Mart,31,2024-03-31,Kafe,231.24,Kafe,Kahve Dünyası
2024,Mart,22,2024-03-22,Fatura Ödemesi,284.31,ATM,ATM Çekimi
2024,Mart,26,2024-03-26,Fatura Ödemesi,325.05,Fatura Ödemesi,Su
2024,Mart,18,2024-03-18,Kafe,197.46,Giyim,Zara
2024,Mart,26,2024-03-26,Alışveriş,292.71,Kafe,Gloria Jeans
2024,Mart,7,2024-03-07,Fatura Ödemesi,425.09,Giyim,Zara
2024,Mart,24,2024-03-24,Seyahat,214.33,ATM,ATM Çekimi
2024,Mart,4,2024-03-04,ATM Çekimi,463.84,Seyahat,Otobüs
2024,Mart,1,2024-03-01,Kafe,110.41,Fatura Ödemesi,Doğalgaz
2024,Mart,18,2024-03-18,Seyahat,409.97,ATM,ATM Çekimi
2024,Mart,28,2024-03-28,Seyahat,253.75,Fatura Ödemesi,Elektrik
2024,Mart,13,2024-03-13,Fatura Ödemesi,498.54,Giyim,Zara
2024,Mart,16,2024-03-16,Seyahat,305.14,Giyim,H&M
2024,Mart,19,2024-03-19,Seyahat,59.73,Giyim,H&M
2024,Mart,10,2024-03-10,Kafe,22.22,ATM,ATM Çekimi
2024,Mart,19,2024-03-19,Kafe,462.08,ATM,ATM Çekimi
2024,Mart,8,2024-03-08,Fatura Ödemesi,241.75,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Alışveriş,422.07,Kafe,Starbucks
2024,Mart,28,2024-03-28,Alışveriş,361.24,Kafe,Gloria Jeans
2024,Mart,19,2024-03-19,ATM Çekimi,86.38,Seyahat,Tren
2024,Mart,19,2024-03-19,Seyahat,368.7,Kafe,Starbucks
2024,Mart,13,2024-03-13,ATM Çekimi,156.54,Fatura Ödemesi,Elektrik
2024,Mart,19,2024-03-19,ATM Çekimi,39.29,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,Fatura Ödemesi,416.91,Giyim,LC Waikiki
2024,Mart,5,2024-03-05,Seyahat,119.89,Fatura Ödemesi,Doğalgaz
2024,Mart,15,2024-03-15,Kafe,294.04,Fatura Ödemesi,Su
2024,Mart,4,2024-03-04,Seyahat,41.42,ATM,ATM Çekimi
2024,Mart,20,2024-03-20,Alışveriş,479.89,Giyim,LC Waikiki
2024,Mart,2,2024-03-02,Kafe,279.35,Fatura Ödemesi,Elektrik
2024,Mart,21,2024-03-21,Kafe,51.58,Fatura Ödemesi,Su
2024,Mart,10,2024-03-10,Fatura Ödemesi,398.8,Kafe,Gloria Jeans
2024,Mart,11,2024-03-11,Alışveriş,194.04,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Seyahat,198.5,Fatura Ödemesi,Doğalgaz
2024,Mart,29,2024-03-29,Kafe,491.09,Fatura Ödemesi,Elektrik
2024,Mart,24,2024-03-24,ATM Çekimi,212.34,Fatura Ödemesi,Doğalgaz
2024,Mart,7,2024-03-07,Fatura Ödemesi,177.87,ATM,ATM Çekimi
2024,Mart,5,2024-03-05,Fatura Ödemesi,135.25,ATM,ATM Çekimi
2024,Mart,27,2024-03-27,ATM Çekimi,315.77,Kafe,Gloria Jeans
2024,Mart,31,2024-03-31,ATM Çekimi,394.58,Giyim,Zara
2024,Mart,13,2024-03-13,Fatura Ödemesi,35.5,Giyim,H&M
2024,Mart,22,2024-03-22,Seyahat,97.74,Giyim,H&M
2024,Mart,17,2024-03-17,Fatura Ödemesi,233.04,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,ATM Çekimi,358.99,Giyim,H&M
2024,Mart,11,2024-03-11,Alışveriş,112.5,Fatura Ödemesi,Su
2024,Mart,24,2024-03-24,Kafe,50.91,ATM,ATM Çekimi
2024,Mart,10,2024-03-10,ATM Çekimi,207.19,ATM,ATM Çekimi
2024,Mart,6,2024-03-06,ATM Çekimi,319.11,Seyahat,Tren
2024,Mart,6,2024-03-06,Seyahat,104.82,Giyim,H&M
2024,Mart,15,2024-03-15,Seyahat,474.77,Giyim,LC Waikiki
2024,Mart,14,2024-03-14,Alışveriş,270.5,Seyahat,Uçak
2024,Mart,12,2024-03-12,Alışveriş,286.44,Giyim,H&M
2024,Mart,6,2024-03-06,Alışveriş,301.87,Seyahat,Uçak
2024,Mart,15,2024-03-15,Seyahat,245.05,Seyahat,Otobüs
2024,Mart,22,2024-03-22,Fatura Ödemesi,145.94,Seyahat,Otobüs
2024,Mart,4,2024-03-04,Fatura Ödemesi,440.65,Fatura Ödemesi,Doğalgaz
2024,Mart,14,2024-03-14,Kafe,208.02,Kafe,Kahve Dünyası
2024,Mart,27,2024-03-27,Alışveriş,419.48,Kafe,Kahve Dünyası
2024,Mart,25,2024-03-25,Fatura Ödemesi,429.96,ATM,ATM Çekimi
2024,Mart,1,2024-03-01,ATM Çekimi,427.43,Fatura Ödemesi,Elektrik
2024,Mart,24,2024-03-24,ATM Çekimi,125.33,ATM,ATM Çekimi
2024,Mart,18,2024-03-18,Kafe,296.28,Seyahat,Uçak
2024,Mart,8,2024-03-08,Kafe,87.77,Seyahat,Otobüs
2024,Mart,21,2024-03-21,Kafe,467.87,ATM,ATM Çekimi
2024,Mart,1,2024-03-01,Kafe,255.69,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Kafe,483.55,Seyahat,Tren
2024,Mart,11,2024-03-11,Seyahat,74.09,Kafe,Gloria Jeans
2024,Mart,1,2024-03-01,Kafe,449.3,Kafe,Gloria Jeans
2024,Mart,26,2024-03-26,Alışveriş,38.58,Seyahat,Otobüs
2024,Mart,4,2024-03-04,Alışveriş,210.7,Fatura Ödemesi,Elektrik
2024,Mart,3,2024-03-03,Seyahat,363.43,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Alışveriş,130.63,ATM,ATM Çekimi
2024,Mart,12,2024-03-12,Fatura Ödemesi,398.79,Seyahat,Uçak
2024,Mart,15,2024-03-15,Fatura Ödemesi,157.35,Fatura Ödemesi,Doğalgaz
2024,Mart,21,2024-03-21,Fatura Ödemesi,389.41,Fatura Ödemesi,Doğalgaz
2024,Mart,27,2024-03-27,Seyahat,171.73,Giyim,H&M
2024,Mart,16,2024-03-16,Seyahat,389.51,Fatura Ödemesi,Elektrik
2024,Mart,12,2024-03-12,Kafe,255.93,Seyahat,Tren
2024,Mart,8,2024-03-08,Seyahat,107.45,Fatura Ödemesi,Doğalgaz
2024,Mart,21,2024-03-21,Alışveriş,263.83,Giyim,H&M
2024,Mart,22,2024-03-22,Fatura Ödemesi,378.51,Seyahat,Uçak
2024,Mart,15,2024-03-15,Kafe,33.52,Fatura Ödemesi,Su
2024,Mart,24,2024-03-24,Seyahat,182.99,Kafe,Starbucks
2024,Mart,5,2024-03-05,Seyahat,49.5,ATM,ATM Çekimi
2024,Mart,9,2024-03-09,Fatura Ödemesi,50.96,Seyahat,Otobüs
2024,Mart,8,2024-03-08,Seyahat,109.22,Kafe,Kahve Dünyası
2024,Mart,21,2024-03-21,Fatura Ödemesi,458.74,Seyahat,Otobüs
2024,Mart,25,2024-03-25,Seyahat,376.86,Kafe,Kahve Dünyası
2024,Mart,15,2024-03-15,ATM Çekimi,18.04,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,Kafe,414.32,Fatura Ödemesi,Elektrik
2024,Mart,19,2024-03-19,Fatura Ödemesi,55.82,Kafe,Kahve Dünyası
2024,Mart,17,2024-03-17,Fatura Ödemesi,132.76,Giyim,Zara
2024,Mart,20,2024-03-20,Kafe,255.64,ATM,ATM Çekimi
2024,Mart,8,2024-03-08,ATM Çekimi,384.98,Seyahat,Otobüs
2024,Mart,22,2024-03-22,Seyahat,476.49,Kafe,Starbucks
2024,Mart,16,2024-03-16,Fatura Ödemesi,414.29,Fatura Ödemesi,Elektrik
2024,Mart,1,2024-03-01,Alışveriş,148.27,ATM,ATM Çekimi
2024,Mart,9,2024-03-09,Seyahat,144.6,Seyahat,Tren
2024,Mart,8,2024-03-08,Kafe,171.08,Seyahat,Otobüs
2024,Mart,9,2024-03-09,ATM Çekimi,301.77,Fatura Ödemesi,Su
2024,Mart,11,2024-03-11,Kafe,426.49,Seyahat,Uçak
2024,Mart,3,2024-03-03,Alışveriş,259.36,ATM,ATM Çekimi
2024,Mart,23,2024-03-23,Kafe,18.57,Giyim,Zara
2024,Mart,3,2024-03-03,Alışveriş,226.05,Kafe,Starbucks
2024,Mart,11,2024-03-11,Kafe,443.58,Kafe,Kahve Dünyası
2024,Mart,22,2024-03-22,Fatura Ödemesi,60.1,Fatura Ödemesi,Elektrik
2024,Mart,12,2024-03-12,ATM Çekimi,476.35,Fatura Ödemesi,Elektrik
2024,Mart,15,2024-03-15,ATM Çekimi,77.77,Fatura Ödemesi,Doğalgaz
2024,Mart,15,2024-03-15,Alışveriş,111.84,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Kafe,78.05,Fatura Ödemesi,Doğalgaz
2024,Mart,2,2024-03-02,Seyahat,158.71,Giyim,LC Waikiki
2024,Mart,2,2024-03-02,Fatura Ödemesi,304.63,Fatura Ödemesi,Elektrik
2024,Mart,29,2024-03-29,Kafe,276.35,Fatura Ödemesi,Doğalgaz
2024,Mart,15,2024-03-15,Fatura Ödemesi,310.39,Seyahat,Tren
2024,Mart,31,2024-03-31,Kafe,433.35,Kafe,Starbucks
2024,Mart,10,2024-03-10,Alışveriş,66.83,Seyahat,Uçak
2024,Mart,29,2024-03-29,ATM Çekimi,272.58,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Alışveriş,24.93,Giyim,H&M
2024,Mart,17,2024-03-17,ATM Çekimi,499.15,Fatura Ödemesi,Elektrik
2024,Mart,23,2024-03-23,Seyahat,470.27,Fatura Ödemesi,Elektrik
2024,Mart,22,2024-03-22,Alışveriş,340.46,Giyim,Zara
2024,Mart,30,2024-03-30,Fatura Ödemesi,243.94,Giyim,Zara
2024,Mart,27,2024-03-27,Seyahat,358.17,Kafe,Starbucks
2024,Mart,7,2024-03-07,Kafe,416.71,Kafe,Kahve Dünyası
2024,Mart,7,2024-03-07,Fatura Ödemesi,150.38,Giyim,LC Waikiki
2024,Mart,20,2024-03-20,Fatura Ödemesi,52.05,Kafe,Gloria Jeans
2024,Mart,5,2024-03-05,Alışveriş,376.4,Kafe,Gloria Jeans
2024,Mart,5,2024-03-05,Seyahat,273.54,ATM,ATM Çekimi
2024,Mart,30,2024-03-30,Seyahat,359.21,Seyahat,Tren
2024,Mart,1,2024-03-01,ATM Çekimi,102.11,Kafe,Starbucks
2024,Mart,28,2024-03-28,ATM Çekimi,393.47,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Kafe,155.96,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Kafe,196.01,Seyahat,Uçak
2024,Mart,20,2024-03-20,Alışveriş,446.47,Kafe,Kahve Dünyası
2024,Mart,6,2024-03-06,Seyahat,333.96,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Alışveriş,275.84,Kafe,Gloria Jeans
2024,Mart,25,2024-03-25,ATM Çekimi,12.86,Fatura Ödemesi,Elektrik
2024,Mart,25,2024-03-25,Kafe,22.59,Seyahat,Otobüs
2024,Mart,23,2024-03-23,Alışveriş,209.61,Giyim,Zara
2024,Mart,16,2024-03-16,Seyahat,150.28,Giyim,Zara
2024,Mart,27,2024-03-27,Alışveriş,176.91,Seyahat,Uçak
2024,Mart,4,2024-03-04,Fatura Ödemesi,434.84,Kafe,Starbucks
2024,Mart,13,2024-03-13,Alışveriş,413.83,Giyim,Zara
2024,Mart,9,2024-03-09,Fatura Ödemesi,79.96,Fatura Ödemesi,Su
2024,Mart,11,2024-03-11,ATM Çekimi,239.64,Fatura Ödemesi,Elektrik
2024,Mart,13,2024-03-13,Kafe,95.08,Kafe,Kahve Dünyası
2024,Mart,25,2024-03-25,ATM Çekimi,291.4,Seyahat,Tren
2024,Mart,9,2024-03-09,Kafe,288.87,Kafe,Starbucks
2024,Mart,30,2024-03-30,Seyahat,144.69,ATM,ATM Çekimi
2024,Mart,8,2024-03-08,Seyahat,212.63,ATM,ATM Çekimi
2024,Mart,20,2024-03-20,Alışveriş,117.11,Kafe,Kahve Dünyası
2024,Mart,1,2024-03-01,Alışveriş,499.56,Seyahat,Otobüs
2024,Mart,22,2024-03-22,Fatura Ödemesi,90.56,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,Seyahat,28.45,Seyahat,Tren
2024,Mart,12,2024-03-12,Alışveriş,52.39,Kafe,Starbucks
2024,Mart,27,2024-03-27,Kafe,140.1,Kafe,Starbucks
2024,Mart,4,2024-03-04,Kafe,442.17,ATM,ATM Çekimi
2024,Mart,29,2024-03-29,Alışveriş,128.66,Fatura Ödemesi,Su
2024,Mart,2,2024-03-02,Seyahat,349.86,Seyahat,Otobüs
2024,Mart,31,2024-03-31,Alışveriş,69.98,Giyim,Zara
2024,Mart,25,2024-03-25,Kafe,451.03,Fatura Ödemesi,Elektrik
2024,Mart,8,2024-03-08,ATM Çekimi,146.66,Seyahat,Otobüs
2024,Mart,3,2024-03-03,ATM Çekimi,482.9,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,Seyahat,53.59,Seyahat,Tren
2024,Mart,3,2024-03-03,Fatura Ödemesi,103.78,Fatura Ödemesi,Doğalgaz
2024,Mart,30,2024-03-30,ATM Çekimi,316.97,Giyim,H&M
2024,Mart,18,2024-03-18,Fatura Ödemesi,107.87,Fatura Ödemesi,Elektrik
2024,Mart,29,2024-03-29,Alışveriş,250.3,Seyahat,Otobüs
2024,Mart,31,2024-03-31,Kafe,46.03,Kafe,Gloria Jeans
2024,Mart,11,2024-03-11,Alışveriş,362.71,Fatura Ödemesi,Su
2024,Mart,4,2024-03-04,Seyahat,312.58,Giyim,LC Waikiki
2024,Mart,11,2024-03-11,Fatura Ödemesi,89.02,Giyim,Zara
2024,Mart,6,2024-03-06,Alışveriş,339.66,ATM,ATM Çekimi
2024,Mart,28,2024-03-28,Kafe,92.5,Kafe,Kahve Dünyası
2024,Mart,4,2024-03-04,Seyahat,86.11,Kafe,Kahve Dünyası
2024,Mart,17,2024-03-17,Kafe,23.04,ATM,ATM Çekimi
2024,Mart,18,2024-03-18,ATM Çekimi,361.68,ATM,ATM Çekimi
2024,Mart,27,2024-03-27,Fatura Ödemesi,192.49,Kafe,Gloria Jeans
2024,Mart,28,2024-03-28,Fatura Ödemesi,387.87,Giyim,H&M
2024,Mart,28,2024-03-28,Kafe,471.59,Seyahat,Tren
2024,Mart,21,2024-03-21,Seyahat,317.07,Giyim,Zara
2024,Mart,6,2024-03-06,Alışveriş,446.68,ATM,ATM Çekimi
2024,Mart,9,2024-03-09,Seyahat,176.14,Giyim,LC Waikiki
2024,Mart,5,2024-03-05,ATM Çekimi,39.03,Seyahat,Otobüs
2024,Mart,30,2024-03-30,Alışveriş,90.02,ATM,ATM Çekimi
2024,Mart,10,2024-03-10,Seyahat,140.33,ATM,ATM Çekimi
2024,Mart,5,2024-03-05,ATM Çekimi,445.42,Seyahat,Tren
2024,Mart,6,2024-03-06,Alışveriş,364.95,ATM,ATM Çekimi
2024,Mart,24,2024-03-24,ATM Çekimi,364.59,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Kafe,133.61,Fatura Ödemesi,Su
2024,Mart,17,2024-03-17,Seyahat,491.2,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Seyahat,352.09,Seyahat,Otobüs
2024,Mart,20,2024-03-20,Kafe,416.12,ATM,ATM Çekimi
2024,Mart,20,2024-03-20,ATM Çekimi,205.5,Seyahat,Otobüs
2024,Mart,18,2024-03-18,Alışveriş,358.42,Giyim,Zara
2024,Mart,12,2024-03-12,Alışveriş,440.55,Seyahat,Uçak
2024,Mart,13,2024-03-13,Fatura Ödemesi,417.17,ATM,ATM Çekimi
2024,Mart,20,2024-03-20,ATM Çekimi,242.45,Kafe,Starbucks
2024,Mart,13,2024-03-13,Seyahat,80.74,Kafe,Gloria Jeans
2024,Mart,22,2024-03-22,Alışveriş,14.41,Seyahat,Otobüs
2024,Mart,12,2024-03-12,Alışveriş,356.96,Kafe,Gloria Jeans
2024,Mart,24,2024-03-24,Alışveriş,283.45,Kafe,Starbucks
2024,Mart,9,2024-03-09,Kafe,432.08,ATM,ATM Çekimi
2024,Mart,28,2024-03-28,ATM Çekimi,42.76,ATM,ATM Çekimi
2024,Mart,26,2024-03-26,Fatura Ödemesi,60.54,ATM,ATM Çekimi
2024,Mart,29,2024-03-29,Seyahat,433.36,ATM,ATM Çekimi
2024,Mart,15,2024-03-15,Seyahat,484.85,Kafe,Gloria Jeans
2024,Mart,23,2024-03-23,Kafe,417.74,ATM,ATM Çekimi
2024,Mart,17,2024-03-17,Seyahat,475.91,Seyahat,Tren
2024,Mart,10,2024-03-10,Kafe,271.03,Seyahat,Uçak
2024,Mart,27,2024-03-27,Fatura Ödemesi,176.34,Seyahat,Uçak
2024,Mart,13,2024-03-13,Seyahat,367.79,Fatura Ödemesi,Elektrik
2024,Mart,11,2024-03-11,ATM Çekimi,469.83,Kafe,Kahve Dünyası
2024,Mart,14,2024-03-14,Seyahat,146.55,ATM,ATM Çekimi
2024,Mart,2,2024-03-02,Alışveriş,211.1,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,Fatura Ödemesi,196.66,ATM,ATM Çekimi
2024,Mart,4,2024-03-04,Kafe,179.65,Fatura Ödemesi,Su
2024,Mart,28,2024-03-28,Seyahat,302.04,Seyahat,Otobüs
2024,Mart,30,2024-03-30,Alışveriş,380.64,Giyim,Zara
2024,Mart,30,2024-03-30,ATM Çekimi,375.19,Fatura Ödemesi,Doğalgaz
2024,Mart,19,2024-03-19,ATM Çekimi,175.28,ATM,ATM Çekimi
2024,Mart,6,2024-03-06,Fatura Ödemesi,125.81,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,Kafe,268.0,Seyahat,Otobüs
2024,Mart,11,2024-03-11,Alışveriş,217.33,Giyim,LC Waikiki
2024,Mart,15,2024-03-15,ATM Çekimi,454.25,Seyahat,Uçak
2024,Mart,18,2024-03-18,Kafe,371.68,Kafe,Kahve Dünyası
2024,Mart,16,2024-03-16,Fatura Ödemesi,88.63,ATM,ATM Çekimi
2024,Mart,28,2024-03-28,Seyahat,254.72,Seyahat,Tren
2024,Mart,15,2024-03-15,Kafe,454.76,ATM,ATM Çekimi
2024,Mart,14,2024-03-14,Kafe,466.56,Seyahat,Uçak
2024,Mart,24,2024-03-24,Kafe,296.2,Fatura Ödemesi,Doğalgaz
2024,Mart,10,2024-03-10,Alışveriş,397.18,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Alışveriş,68.73,Giyim,LC Waikiki
2024,Mart,16,2024-03-16,ATM Çekimi,34.94,Kafe,Kahve Dünyası
2024,Mart,17,2024-03-17,ATM Çekimi,277.83,Fatura Ödemesi,Elektrik
2024,Mart,16,2024-03-16,Seyahat,437.45,Giyim,LC Waikiki
2024,Mart,14,2024-03-14,Kafe,223.23,ATM,ATM Çekimi
2024,Mart,20,2024-03-20,ATM Çekimi,163.02,Seyahat,Tren
2024,Mart,9,2024-03-09,ATM Çekimi,203.16,Seyahat,Uçak
2024,Mart,29,2024-03-29,Alışveriş,99.81,Fatura Ödemesi,Doğalgaz
2024,Mart,28,2024-03-28,Alışveriş,223.63,Seyahat,Uçak
2024,Mart,9,2024-03-09,Seyahat,269.63,ATM,ATM Çekimi
2024,Mart,17,2024-03-17,Seyahat,275.71,Kafe,Gloria Jeans
2024,Mart,11,2024-03-11,ATM Çekimi,337.06,Fatura Ödemesi,Su
2024,Mart,9,2024-03-09,Kafe,397.17,Fatura Ödemesi,Elektrik
2024,Mart,5,2024-03-05,Seyahat,234.6,Fatura Ödemesi,Doğalgaz
2024,Mart,19,2024-03-19,ATM Çekimi,389.38,Seyahat,Uçak
2024,Mart,3,2024-03-03,ATM Çekimi,48.19,Kafe,Kahve Dünyası
2024,Mart,14,2024-03-14,Seyahat,87.89,Seyahat,Otobüs
2024,Mart,26,2024-03-26,ATM Çekimi,141.1,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,ATM Çekimi,153.76,Fatura Ödemesi,Doğalgaz
2024,Mart,17,2024-03-17,Kafe,195.6,Kafe,Starbucks
2024,Mart,18,2024-03-18,ATM Çekimi,16.15,Seyahat,Otobüs
2024,Mart,19,2024-03-19,ATM Çekimi,118.71,Kafe,Kahve Dünyası
2024,Mart,6,2024-03-06,Kafe,333.33,Kafe,Gloria Jeans
2024,Mart,3,2024-03-03,Alışveriş,404.21,ATM,ATM Çekimi
2024,Mart,31,2024-03-31,Fatura Ödemesi,324.83,Giyim,LC Waikiki
2024,Mart,23,2024-03-23,Seyahat,225.59,Fatura Ödemesi,Elektrik
2024,Mart,4,2024-03-04,Fatura Ödemesi,18.32,ATM,ATM Çekimi
2024,Mart,4,2024-03-04,Kafe,153.02,ATM,ATM Çekimi
2024,Mart,4,2024-03-04,Fatura Ödemesi,139.04,ATM,ATM Çekimi
2024,Mart,16,2024-03-16,Fatura Ödemesi,265.37,Kafe,Gloria Jeans
2024,Mart,20,2024-03-20,Kafe,110.16,ATM,ATM Çekimi
2024,Mart,17,2024-03-17,Seyahat,28.26,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,Seyahat,285.55,Giyim,Zara
2024,Mart,11,2024-03-11,Seyahat,345.39,Kafe,Starbucks
2024,Mart,6,2024-03-06,Seyahat,444.09,Kafe,Starbucks
2024,Mart,4,2024-03-04,Fatura Ödemesi,76.64,Fatura Ödemesi,Doğalgaz
2024,Mart,18,2024-03-18,Alışveriş,101.95,Giyim,H&M
2024,Mart,8,2024-03-08,ATM Çekimi,418.85,Fatura Ödemesi,Su
2024,Mart,5,2024-03-05,ATM Çekimi,33.4,Giyim,H&M
2024,Mart,30,2024-03-30,Alışveriş,97.69,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,Seyahat,240.54,Giyim,H&M
2024,Mart,6,2024-03-06,Seyahat,29.7,Fatura Ödemesi,Su
2024,Mart,14,2024-03-14,Kafe,267.28,Fatura Ödemesi,Su
2024,Mart,31,2024-03-31,ATM Çekimi,98.4,ATM,ATM Çekimi
2024,Mart,14,2024-03-14,ATM Çekimi,433.47,Seyahat,Uçak
2024,Mart,20,2024-03-20,Seyahat,413.76,Giyim,Zara
2024,Mart,11,2024-03-11,Fatura Ödemesi,240.76,Kafe,Kahve Dünyası
2024,Mart,5,2024-03-05,Kafe,414.03,Giyim,Zara
2024,Mart,29,2024-03-29,Seyahat,49.62,Kafe,Starbucks
2024,Mart,14,2024-03-14,Kafe,380.11,Seyahat,Otobüs
2024,Mart,29,2024-03-29,Fatura Ödemesi,364.42,Seyahat,Otobüs
2024,Mart,21,2024-03-21,Seyahat,18.97,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Alışveriş,114.26,Kafe,Starbucks
2024,Mart,26,2024-03-26,Kafe,436.48,Fatura Ödemesi,Su
2024,Mart,28,2024-03-28,Alışveriş,468.65,Seyahat,Uçak
2024,Mart,11,2024-03-11,Alışveriş,114.54,Seyahat,Tren
2024,Mart,31,2024-03-31,Fatura Ödemesi,110.15,ATM,ATM Çekimi
2024,Mart,9,2024-03-09,Fatura Ödemesi,168.12,Giyim,LC Waikiki
