Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-03-22,Seyahat,95.36,Giyim,H&M
2024-03-15,ATM Çekimi,340.9,Fatura Ödemesi,Doğalgaz
2024-03-24,Seyahat,378.52,Fatura Ödemesi,Doğalgaz
2024-03-09,ATM Çekimi,86.03,Fatura Ödemesi,Elektrik
2024-03-19,Alışveriş,28.27,Fatura Ödemesi,Doğalgaz
2024-03-04,Seyahat,260.71,Seyahat,Uçak
2024-03-27,ATM Çekimi,406.99,Seyahat,Uçak
2024-03-10,Alışveriş,51.77,Giyim,H&M
2024-03-03,Fatura Ödemesi,145.19,Fatura Ödemesi,Elektrik
2024-03-09,Kafe,391.76,ATM,ATM Çekimi
2024-03-13,Fatura Ödemesi,361.51,Seyahat,Otobüs
2024-03-12,Seyahat,371.62,ATM,ATM Çekimi
2024-03-27,ATM Çekimi,96.76,ATM,ATM Çekimi
2024-03-16,Fatura Ödemesi,121.57,ATM,ATM Çekimi
2024-03-11,Kafe,233.82,ATM,ATM Çekimi
2024-03-13,Fatura Ödemesi,327.3,Giyim,LC Waikiki
2024-03-24,Seyahat,107.62,Giyim,H&M
2024-03-04,Fatura Ödemesi,304.58,Fatura Ödemesi,Su
2024-03-24,Seyahat,388.62,ATM,ATM Çekimi
2024-03-15,ATM Çekimi,73.28,Giyim,H&M
2024-03-03,Seyahat,149.35,Kafe,Gloria Jeans
2024-03-22,ATM Çekimi,279.4,Giyim,Zara
2024-03-01,ATM Çekimi,78.47,ATM,ATM Çekimi
2024-03-28,Alışveriş,400.75,Giyim,H&M
2024-03-15,Alışveriş,404.01,Seyahat,Tren
2024-03-10,Alışveriş,394.44,Giyim,H&M
2024-03-01,Alışveriş,95.18,ATM,ATM Çekimi
2024-03-26,Fatura Ödemesi,143.8,Giyim,H&M
2024-03-15,Kafe,302.52,Fatura Ödemesi,Doğalgaz
2024-03-31,Fatura Ödemesi,492.22,Seyahat,Otobüs
2024-03-10,Seyahat,47.32,Giyim,Zara
2024-04-11,Fatura Ödemesi,306.13,Spor,Spor Salonu
2024-04-05,Alışveriş,241.48,Restoran,Fine Dining
2024-04-06,Alışveriş,77.99,Spor,Üyelik
2024-04-13,Restoran,229.73,ATM,ATM Çekimi
2024-04-01,Restoran,154.32,Fatura Ödemesi,İnternet
2024-04-30,Spor,182.66,Restoran,Fine Dining
2024-04-12,Spor,59.67,Restoran,Unusual Expense
2024-04-28,Restoran,19.87,Restoran,Cafe
2024-04-15,Restoran,261.98,Fatura Ödemesi,Telefon
2024-04-13,Eğitim,95.65,Spor,Ekipman
2024-04-18,Spor,159.88,Eğitim,Kurs
2024-04-14,Eğitim,25.82,ATM,ATM Çekimi
2024-04-11,Alışveriş,326.02,Spor,Üyelik
2024-04-16,Fatura Ödemesi,348.39,Restoran,Fine Dining
2024-04-14,Restoran,326.16,Restoran,Cafe
2024-04-18,Fatura Ödemesi,174.8,Spor,Üyelik
2024-04-21,Fatura Ödemesi,207.5,Fatura Ödemesi,Su
2024-04-01,Alışveriş,119.56,Spor,Spor Salonu
2024-04-22,Restoran,498.77,ATM,ATM Çekimi
2024-04-01,Fatura Ödemesi,73.42,Eğitim,Kitap
2024-04-26,Fatura Ödemesi,282.92,Eğitim,Seminer
2024-04-29,Restoran,84.48,ATM,ATM Çekimi
2024-04-13,Spor,341.33,Restoran,Fine Dining
2024-04-26,Restoran,121.08,Eğitim,Kitap
2024-04-05,Eğitim,307.55,Eğitim,Seminer
2024-04-01,Spor,267.92,Eğitim,Seminer
2024-04-03,Alışveriş,296.04,Fatura Ödemesi,Su
2024-04-05,Spor,81.52,Fatura Ödemesi,Telefon
2024-04-13,Fatura Ödemesi,208.59,Spor,Ekipman
2024-04-25,Alışveriş,311.1,Eğitim,Kitap
2024-04-11,Alışveriş,4857.47,Restoran,Cafe
2024-04-08,Eğitim,1890.85,Eğitim,Kurs
2024-04-01,Eğitim,2036.44,Eğitim,Kitap
2024-04-07,Fatura Ödemesi,2611.89,ATM,ATM Çekimi
2024-04-15,Alışveriş,69.55,Eğitim,Kurs
2024-04-10,Fatura Ödemesi,114.05,Fatura Ödemesi,Su
2024-04-06,Fatura Ödemesi,380.22,ATM,ATM Çekimi
2024-04-02,Spor,368.63,Fatura Ödemesi,Telefon
2024-04-03,Fatura Ödemesi,148.79,Restoran,Cafe
2024-04-05,Fatura Ödemesi,452.74,Eğitim,Kitap
2024-04-29,Spor,239.66,ATM,ATM Çekimi
2024-04-02,Restoran,4313.02,Restoran,Fine Dining
2024-04-11,Eğitim,108.69,Eğitim,Kitap
2024-04-29,Spor,62.85,Eğitim,Seminer
2024-04-11,Fatura Ödemesi,61.06,Restoran,Fine Dining
2024-04-08,Spor,465.05,Spor,Unusual Expense
2024-04-13,Restoran,361.54,Eğitim,Kurs
2024-04-04,Fatura Ödemesi,259.33,Restoran,Fast Food
2024-04-19,Restoran,331.62,Eğitim,Seminer
2024-04-05,Spor,478.9,Spor,Spor Salonu
2024-04-23,Eğitim,430.85,Fatura Ödemesi,Su
2024-04-22,Alışveriş,198.55,ATM,ATM Çekimi
2024-04-22,Restoran,362.8,Eğitim,Seminer
2024-04-26,Spor,1204.88,Spor,Spor Salonu
2024-04-23,Fatura Ödemesi,200.06,ATM,ATM Çekimi
2024-04-30,Spor,210.04,Restoran,Fast Food
2024-04-25,Spor,156.92,ATM,ATM Çekimi
2024-04-03,Spor,38.53,Fatura Ödemesi,İnternet
2024-04-30,Alışveriş,210.36,Fatura Ödemesi,Su
2024-04-13,Restoran,176.36,ATM,ATM Çekimi
2024-04-02,Fatura Ödemesi,273.48,Fatura Ödemesi,Su
2024-04-18,Restoran,2796.97,Restoran,Fine Dining
2024-04-22,Restoran,481.3,Restoran,Fine Dining
2024-04-07,Eğitim,399.71,Fatura Ödemesi,Telefon
2024-04-26,Spor,484.86,ATM,ATM Çekimi
2024-04-10,Restoran,100.1,Restoran,Cafe
2024-04-01,Fatura Ödemesi,115.31,Spor,Ekipman
2024-04-08,Fatura Ödemesi,101.78,Eğitim,Seminer
2024-04-04,Restoran,186.61,Spor,Spor Salonu
2024-04-19,Fatura Ödemesi,397.42,ATM,ATM Çekimi
2024-04-20,Alışveriş,155.05,ATM,ATM Çekimi
2024-04-06,Fatura Ödemesi,192.84,Eğitim,Kurs
2024-04-20,Fatura Ödemesi,367.49,Spor,Üyelik
2024-04-26,Restoran,448.39,Spor,Spor Salonu
2024-04-21,Fatura Ödemesi,100.94,Eğitim,Seminer
2024-04-10,Alışveriş,364.61,Fatura Ödemesi,İnternet
2024-04-27,Eğitim,140.04,Restoran,Fast Food
2024-04-11,Spor,420.26,Restoran,Fine Dining
2024-04-03,Restoran,1660.24,Eğitim,Kitap
2024-04-05,Fatura Ödemesi,442.35,Fatura Ödemesi,Telefon
2024-04-03,Fatura Ödemesi,295.85,Eğitim,Kitap
2024-04-30,Fatura Ödemesi,329.24,Restoran,Fine Dining
2024-04-27,Restoran,4276.84,Spor,Spor Salonu
2024-04-16,Fatura Ödemesi,2982.6,ATM,ATM Çekimi
2024-04-08,Spor,4440.33,Restoran,Fine Dining
2024-04-15,Spor,303.53,ATM,Unusual Expense
2024-04-20,Alışveriş,3125.57,Eğitim,Seminer
2024-04-02,Eğitim,400.02,Fatura Ödemesi,Unusual Expense
2024-04-11,Restoran,164.82,Fatura Ödemesi,İnternet
2024-04-12,Spor,131.75,ATM,ATM Çekimi
2024-04-29,Restoran,172.26,Spor,Spor Salonu
2024-04-09,Alışveriş,3971.36,Restoran,Unusual Expense
2024-04-16,Fatura Ödemesi,152.11,Fatura Ödemesi,Telefon
2024-04-04,Restoran,273.81,Spor,Spor Salonu
2024-04-17,Alışveriş,23.43,Restoran,Fine Dining
2024-04-30,Fatura Ödemesi,239.05,Restoran,Fast Food
2024-04-18,Spor,2500.17,ATM,ATM Çekimi
2024-04-01,Alışveriş,104.86,Fatura Ödemesi,İnternet
2024-04-06,Fatura Ödemesi,433.38,Fatura Ödemesi,Unusual Expense
2024-04-01,Alışveriş,65.56,Spor,Ekipman
2024-04-13,Fatura Ödemesi,1049.48,Fatura Ödemesi,Telefon
2024-04-09,Eğitim,415.74,Eğitim,Kitap
2024-04-06,Spor,205.26,Spor,Ekipman
2024-04-25,Spor,2623.3,Restoran,Fast Food
2024-04-19,Alışveriş,4637.57,ATM,ATM Çekimi
2024-04-15,Alışveriş,2180.25,Spor,Ekipman
2024-04-01,Restoran,3133.62,Eğitim,Kitap
2024-04-04,Restoran,67.84,Spor,Üyelik
2024-04-02,Alışveriş,1985.24,ATM,ATM Çekimi
2024-04-25,Eğitim,296.22,Fatura Ödemesi,Unusual Expense
2024-04-11,Restoran,257.77,Eğitim,Unusual Expense
2024-04-22,Fatura Ödemesi,484.5,Fatura Ödemesi,İnternet
2024-04-27,Alışveriş,406.44,ATM,Unusual Expense
2024-04-04,Eğitim,1260.02,Fatura Ödemesi,Su
2024-04-05,Alışveriş,4991.63,Restoran,Cafe
2024-04-04,Spor,4832.34,Spor,Spor Salonu
2024-04-07,Alışveriş,135.79,Fatura Ödemesi,İnternet
2024-04-17,Alışveriş,248.44,Spor,Ekipman
2024-04-23,Alışveriş,304.04,Fatura Ödemesi,İnternet
2024-04-05,Eğitim,80.2,Restoran,Fast Food
2024-04-02,Restoran,120.14,Restoran,Fine Dining
2024-04-15,Alışveriş,2524.88,Spor,Spor Salonu
2024-04-07,Spor,349.43,ATM,ATM Çekimi
2024-04-10,Spor,296.95,Restoran,Cafe
2024-04-14,Eğitim,497.82,Spor,Spor Salonu
2024-04-28,Restoran,454.46,Spor,Ekipman
2024-04-18,Alışveriş,227.9,Spor,Spor Salonu
2024-04-26,Spor,328.52,Spor,Spor Salonu
2024-04-25,Spor,474.49,Fatura Ödemesi,Telefon
2024-04-22,Fatura Ödemesi,310.47,Fatura Ödemesi,Telefon
2024-04-28,Fatura Ödemesi,433.08,Restoran,Fast Food
2024-04-28,Restoran,479.14,Eğitim,Seminer
2024-04-16,Eğitim,486.85,ATM,ATM Çekimi
2024-04-24,Spor,281.2,Restoran,Cafe
2024-04-20,Alışveriş,132.2,Fatura Ödemesi,Telefon
2024-04-13,Restoran,85.82,Eğitim,Seminer
2024-04-29,Fatura Ödemesi,3960.68,Restoran,Fast Food
2024-04-23,Eğitim,1915.35,Restoran,Cafe
2024-04-19,Alışveriş,163.47,Restoran,Fine Dining
2024-04-18,Alışveriş,2664.54,Spor,Üyelik
2024-04-15,Alışveriş,3945.78,ATM,Unusual Expense
2024-04-05,Restoran,401.92,Eğitim,Kurs
2024-04-06,Eğitim,469.8,Restoran,Cafe
2024-04-07,Spor,1091.82,Restoran,Fast Food
2024-04-16,Spor,59.38,Fatura Ödemesi,İnternet
2024-04-08,Restoran,2149.01,Eğitim,Seminer
2024-04-02,Eğitim,434.45,ATM,ATM Çekimi
2024-04-10,Restoran,107.18,Restoran,Unusual Expense
2024-04-10,Spor,372.65,Fatura Ödemesi,Su
2024-04-11,Alışveriş,375.21,Eğitim,Kurs
2024-04-03,Spor,424.3,Restoran,Fine Dining
2024-04-30,Alışveriş,340.49,Fatura Ödemesi,Telefon
2024-04-18,Alışveriş,265.66,ATM,ATM Çekimi
2024-04-26,Eğitim,2306.17,Restoran,Cafe
2024-04-25,Alışveriş,38.83,Restoran,Cafe
2024-04-29,Spor,458.95,Fatura Ödemesi,Telefon
2024-04-01,Fatura Ödemesi,42.59,Eğitim,Seminer
2024-04-24,Spor,1904.61,Restoran,Unusual Expense
2024-04-26,Eğitim,70.62,Eğitim,Kitap
2024-04-27,Spor,198.32,Eğitim,Seminer
2024-04-06,Restoran,275.62,Eğitim,Kitap
2024-04-22,Restoran,285.9,Restoran,Fine Dining
2024-04-24,Spor,55.7,Spor,Spor Salonu
2024-04-10,Eğitim,396.22,Restoran,Fine Dining
2024-04-06,Restoran,56.31,Eğitim,Kitap
2024-04-17,Fatura Ödemesi,245.68,Fatura Ödemesi,Su
2024-04-21,Eğitim,107.66,Restoran,Fine Dining
2024-04-14,Restoran,112.17,ATM,ATM Çekimi
2024-04-27,Eğitim,359.07,Fatura Ödemesi,Telefon
2024-04-26,Spor,302.24,Spor,Spor Salonu
2024-04-18,Spor,1601.27,ATM,ATM Çekimi
2024-04-16,Fatura Ödemesi,295.97,Eğitim,Seminer
2024-04-16,Alışveriş,427.43,Fatura Ödemesi,Telefon
2024-04-06,Restoran,247.03,ATM,ATM Çekimi
2024-04-03,Spor,3342.54,Spor,Unusual Expense
2024-04-10,Eğitim,235.73,ATM,ATM Çekimi
2024-04-06,Eğitim,35.02,Restoran,Fine Dining
2024-04-13,Restoran,379.24,ATM,ATM Çekimi
2024-04-21,Spor,137.09,Fatura Ödemesi,İnternet
2024-04-13,Restoran,66.65,Eğitim,Seminer
2024-04-20,Spor,292.96,Spor,Ekipman
2024-04-21,Eğitim,390.09,ATM,ATM Çekimi
2024-04-22,Alışveriş,145.82,Fatura Ödemesi,Telefon
2024-04-23,Alışveriş,193.66,Spor,Unusual Expense
2024-04-10,Restoran,93.87,Fatura Ödemesi,Telefon
2024-04-13,Alışveriş,127.59,ATM,ATM Çekimi
2024-04-26,Alışveriş,237.85,Fatura Ödemesi,İnternet
2024-04-18,Eğitim,167.2,Restoran,Cafe
2024-04-01,Eğitim,252.3,ATM,ATM Çekimi
2024-04-17,Spor,370.96,ATM,ATM Çekimi
2024-04-13,Fatura Ödemesi,262.32,Restoran,Cafe
2024-04-06,Fatura Ödemesi,4868.84,ATM,Unusual Expense
2024-04-02,Fatura Ödemesi,446.41,Spor,Spor Salonu
2024-04-06,Eğitim,284.49,Eğitim,Kurs
2024-04-11,Restoran,492.32,Spor,Üyelik
2024-04-24,Fatura Ödemesi,316.15,Eğitim,Seminer
2024-04-16,Restoran,3621.27,Eğitim,Kitap
2024-04-27,Eğitim,457.9,Restoran,Fast Food
2024-04-21,Eğitim,13.42,Eğitim,Kitap
2024-04-15,Eğitim,4098.49,Restoran,Fast Food
2024-04-28,Eğitim,1301.09,Eğitim,Kurs
2024-04-14,Eğitim,305.86,Restoran,Unusual Expense
2024-04-11,Alışveriş,1454.56,ATM,ATM Çekimi
2024-04-21,Alışveriş,337.04,Restoran,Cafe
2024-04-05,Fatura Ödemesi,4305.31,Eğitim,Seminer
2024-04-23,Fatura Ödemesi,480.47,Eğitim,Kitap
2024-04-01,Restoran,1982.42,Restoran,Fine Dining
2024-04-17,Eğitim,4491.68,Restoran,Cafe
2024-04-02,Alışveriş,415.79,ATM,ATM Çekimi
2024-04-21,Restoran,379.91,Spor,Unusual Expense
2024-04-10,Eğitim,474.1,Restoran,Cafe
2024-04-03,Spor,380.8,Eğitim,Seminer
2024-04-06,Spor,2084.96,ATM,ATM Çekimi
2024-04-01,Spor,278.87,Restoran,Fine Dining
2024-04-27,Alışveriş,23.48,Fatura Ödemesi,İnternet
2024-04-13,Fatura Ödemesi,246.03,Spor,Ekipman
2024-04-24,Restoran,415.89,Restoran,Cafe
2024-04-05,Restoran,349.78,Restoran,Fine Dining
2024-04-30,Fatura Ödemesi,1460.1,ATM,ATM Çekimi
2024-04-19,Fatura Ödemesi,177.59,Restoran,Fast Food
2024-04-28,Restoran,188.31,Restoran,Fast Food
2024-04-10,Eğitim,4105.71,Restoran,Fast Food
2024-04-20,Alışveriş,400.26,Spor,Ekipman
2024-04-03,Alışveriş,199.41,Eğitim,Kurs
2024-04-27,Spor,133.78,Fatura Ödemesi,Su
2024-04-04,Fatura Ödemesi,3272.28,Spor,Spor Salonu
2024-04-30,Spor,144.42,Fatura Ödemesi,İnternet
2024-04-16,Eğitim,341.56,Spor,Ekipman
2024-04-25,Eğitim,28.31,Fatura Ödemesi,İnternet
2024-04-16,Restoran,457.22,Eğitim,Unusual Expense
2024-04-02,Fatura Ödemesi,415.58,ATM,ATM Çekimi
2024-04-30,Spor,2794.19,ATM,ATM Çekimi
2024-04-05,Restoran,133.7,Fatura Ödemesi,Su
2024-04-18,Alışveriş,381.65,Restoran,Cafe
2024-04-21,Spor,111.42,Spor,Ekipman
2024-04-25,Eğitim,163.4,Eğitim,Kurs
2024-04-14,Spor,3413.05,Eğitim,Kitap
2024-04-17,Eğitim,301.97,Restoran,Cafe
2024-04-09,Fatura Ödemesi,403.88,Fatura Ödemesi,Su
2024-04-11,Eğitim,3505.29,Restoran,Cafe
2024-04-25,Fatura Ödemesi,292.05,Eğitim,Seminer
2024-04-23,Spor,357.46,Eğitim,Kitap
2024-04-12,Spor,376.34,Eğitim,Kitap
2024-04-08,Alışveriş,407.68,Fatura Ödemesi,Su
2024-04-11,Restoran,90.63,Eğitim,Seminer
2024-04-03,Fatura Ödemesi,338.74,Restoran,Cafe
2024-04-21,Restoran,316.29,Restoran,Fine Dining
2024-04-26,Fatura Ödemesi,2550.22,Spor,Unusual Expense
2024-04-10,Eğitim,384.58,Fatura Ödemesi,Su
2024-04-11,Alışveriş,325.32,Spor,Üyelik
2024-04-13,Restoran,1892.29,Restoran,Cafe
2024-04-03,Alışveriş,373.4,Fatura Ödemesi,Su
2024-04-15,Eğitim,211.37,Spor,Ekipman
2024-04-10,Fatura Ödemesi,162.83,Spor,Spor Salonu
2024-04-11,Restoran,76.39,Fatura Ödemesi,Telefon
2024-04-14,Fatura Ödemesi,323.35,Restoran,Cafe
2024-04-11,Restoran,456.87,Spor,Unusual Expense
2024-04-23,Eğitim,336.45,Fatura Ödemesi,Su
2024-04-06,Alışveriş,3778.04,Spor,Unusual Expense
2024-04-19,Alışveriş,338.28,Fatura Ödemesi,Telefon
2024-04-23,Restoran,212.15,ATM,ATM Çekimi
2024-04-09,Fatura Ödemesi,142.68,Fatura Ödemesi,Telefon
2024-04-12,Alışveriş,456.7,ATM,ATM Çekimi
2024-04-26,Spor,59.78,Spor,Üyelik
2024-04-01,Eğitim,205.37,Spor,Unusual Expense
2024-04-12,Eğitim,3063.22,Spor,Ekipman
2024-04-22,Eğitim,20.94,Eğitim,Seminer
2024-04-02,Alışveriş,375.59,Eğitim,Seminer
2024-04-02,Alışveriş,470.95,Fatura Ödemesi,Telefon
2024-04-26,Fatura Ödemesi,359.53,ATM,ATM Çekimi
2024-04-03,Alışveriş,1121.71,Restoran,Fine Dining
2024-04-28,Restoran,412.29,ATM,ATM Çekimi
2024-04-21,Fatura Ödemesi,64.5,Fatura Ödemesi,Telefon
2024-04-10,Alışveriş,4654.44,Restoran,Fast Food
2024-04-22,Spor,480.73,Fatura Ödemesi,Unusual Expense
2024-04-25,Alışveriş,129.52,ATM,ATM Çekimi
2024-04-03,Alışveriş,269.92,Eğitim,Kurs
2024-04-14,Restoran,410.83,Restoran,Unusual Expense
2024-04-29,Alışveriş,3917.52,ATM,ATM Çekimi
2024-04-18,Eğitim,212.31,ATM,ATM Çekimi
2024-04-17,Fatura Ödemesi,3447.6,Eğitim,Kurs
2024-04-25,Spor,43.15,Eğitim,Seminer
2024-04-16,Alışveriş,186.11,Spor,Üyelik
2024-04-20,Spor,132.15,Eğitim,Seminer
2024-04-07,Spor,472.21,Spor,Ekipman
2024-04-06,Eğitim,490.21,Fatura Ödemesi,Telefon
2024-04-29,Spor,413.14,ATM,ATM Çekimi
2024-04-10,Restoran,4840.69,ATM,ATM Çekimi
2024-04-26,Restoran,89.02,Eğitim,Kitap
2024-04-11,Alışveriş,1828.09,Eğitim,Seminer
2024-04-21,Spor,128.11,Spor,Spor Salonu
2024-04-05,Alışveriş,92.84,ATM,ATM Çekimi
2024-04-25,Alışveriş,1990.69,Fatura Ödemesi,Su
2024-04-06,Restoran,19.68,Eğitim,Kurs
2024-04-30,Fatura Ödemesi,306.43,ATM,ATM Çekimi
2024-04-08,Alışveriş,169.4,Spor,Üyelik
2024-04-16,Spor,229.06,Spor,Spor Salonu
2024-04-07,Eğitim,289.2,Fatura Ödemesi,Telefon
2024-04-15,Eğitim,472.55,Spor,Üyelik
2024-04-01,Fatura Ödemesi,3815.54,Eğitim,Kitap
2024-04-15,Eğitim,499.88,Eğitim,Kitap
2024-04-04,Restoran,157.01,Restoran,Fast Food
2024-04-05,Alışveriş,306.38,Fatura Ödemesi,Su
2024-04-21,Alışveriş,194.86,Restoran,Cafe
2024-04-19,Fatura Ödemesi,183.14,Fatura Ödemesi,Telefon
2024-04-27,Restoran,2518.0,Fatura Ödemesi,Su
2024-04-07,Restoran,169.47,Spor,Spor Salonu
2024-04-21,Eğitim,124.57,Restoran,Fine Dining
2024-04-29,Alışveriş,107.26,Restoran,Cafe
2024-04-08,Eğitim,107.52,Fatura Ödemesi,Unusual Expense
2024-04-16,Alışveriş,2785.2,Eğitim,Kurs
2024-04-19,Alışveriş,4808.35,ATM,ATM Çekimi
2024-04-10,Restoran,4845.01,Eğitim,Kitap
2024-04-12,Alışveriş,417.42,ATM,ATM Çekimi
2024-04-22,Eğitim,2313.84,Eğitim,Kitap
2024-04-03,Spor,450.56,Restoran,Unusual Expense
2024-04-23,Restoran,321.88,Fatura Ödemesi,İnternet
2024-04-02,Spor,237.66,Fatura Ödemesi,Telefon
2024-04-17,Spor,333.32,Spor,Üyelik
2024-04-17,Spor,391.88,Spor,Ekipman
2024-04-11,Spor,481.72,Spor,Spor Salonu
2024-04-14,Fatura Ödemesi,79.22,Restoran,Fine Dining
2024-04-21,Fatura Ödemesi,148.35,Eğitim,Kurs
2024-04-26,Fatura Ödemesi,384.67,ATM,ATM Çekimi
2024-04-07,Fatura Ödemesi,4432.94,Restoran,Unusual Expense
2024-04-27,Spor,288.14,ATM,ATM Çekimi
2024-04-16,Restoran,207.51,Fatura Ödemesi,Telefon
2024-04-17,Restoran,211.19,Restoran,Fine Dining
2024-04-16,Alışveriş,493.4,Eğitim,Kurs
2024-04-26,Spor,172.96,Eğitim,Seminer
2024-04-02,Spor,279.19,Eğitim,Kurs
2024-04-27,Restoran,464.23,Spor,Ekipman
2024-04-13,Spor,2314.2,ATM,ATM Çekimi
2024-04-28,Eğitim,126.92,ATM,ATM Çekimi
2024-04-21,Spor,74.13,Spor,Spor Salonu
2024-04-26,Alışveriş,169.71,Eğitim,Seminer
2024-04-18,Alışveriş,308.71,Spor,Spor Salonu
2024-04-21,Spor,312.18,Eğitim,Kurs
2024-04-23,Fatura Ödemesi,186.42,Restoran,Cafe
2024-04-08,Alışveriş,472.7,Eğitim,Kurs
2024-04-05,Spor,3504.86,Fatura Ödemesi,İnternet
2024-04-18,Restoran,219.64,Fatura Ödemesi,Telefon
2024-04-15,Restoran,474.14,ATM,ATM Çekimi
2024-04-02,Fatura Ödemesi,55.07,Spor,Spor Salonu
2024-04-27,Spor,349.88,ATM,ATM Çekimi
2024-04-19,Eğitim,191.5,ATM,ATM Çekimi
2024-04-21,Spor,149.42,Fatura Ödemesi,Su
2024-04-17,Fatura Ödemesi,352.77,Restoran,Cafe
2024-04-13,Alışveriş,184.98,Restoran,Unusual Expense
2024-04-17,Eğitim,176.23,Restoran,Fast Food
2024-04-09,Alışveriş,107.59,Restoran,Fine Dining
2024-04-22,Spor,2133.17,ATM,ATM Çekimi
2024-04-10,Restoran,2910.17,Eğitim,Kurs
2024-04-24,Spor,71.75,Fatura Ödemesi,İnternet
2024-04-05,Fatura Ödemesi,174.16,Spor,Üyelik
2024-04-04,Spor,153.19,Restoran,Fine Dining
2024-04-02,Spor,294.86,Eğitim,Seminer
2024-04-24,Spor,336.46,Restoran,Fine Dining
2024-04-26,Fatura Ödemesi,277.71,ATM,ATM Çekimi
2024-04-03,Alışveriş,206.42,Spor,Spor Salonu
2024-04-07,Restoran,349.49,Restoran,Cafe
2024-04-06,Eğitim,421.08,Restoran,Fine Dining
2024-04-02,Alışveriş,333.08,Fatura Ödemesi,Su
2024-04-12,Eğitim,411.25,Eğitim,Seminer
2024-04-16,Alışveriş,4271.48,ATM,ATM Çekimi
2024-04-22,Eğitim,364.43,Eğitim,Seminer
2024-04-06,Fatura Ödemesi,455.2,Eğitim,Kitap
2024-04-07,Alışveriş,230.48,Fatura Ödemesi,Unusual Expense
2024-04-16,Alışveriş,1599.26,Spor,Spor Salonu
2024-04-21,Spor,443.78,Fatura Ödemesi,İnternet
2024-04-14,Eğitim,264.2,ATM,ATM Çekimi
2024-04-27,Restoran,262.33,Restoran,Fine Dining
2024-04-18,Spor,445.31,ATM,ATM Çekimi
2024-04-09,Restoran,78.99,Fatura Ödemesi,İnternet
2024-04-02,Spor,295.43,ATM,ATM Çekimi
2024-04-15,Spor,412.9,Spor,Unusual Expense
2024-04-20,Eğitim,422.0,Restoran,Fine Dining
2024-04-18,Fatura Ödemesi,240.96,ATM,ATM Çekimi
2024-04-16,Spor,164.14,Restoran,Fine Dining
2024-04-08,Fatura Ödemesi,300.84,Fatura Ödemesi,İnternet
2024-04-06,Fatura Ödemesi,405.2,Eğitim,Kurs
2024-04-23,Eğitim,220.56,ATM,Unusual Expense
2024-04-30,Restoran,163.65,Restoran,Fine Dining
2024-04-19,Alışveriş,399.23,Eğitim,Seminer
2024-04-08,Eğitim,403.85,ATM,ATM Çekimi
2024-04-15,Alışveriş,352.43,ATM,ATM Çekimi
2024-04-13,Restoran,435.52,Restoran,Unusual Expense
2024-04-22,Spor,89.34,Eğitim,Kurs
2024-04-14,Alışveriş,319.87,ATM,ATM Çekimi
2024-04-17,Spor,389.0,Fatura Ödemesi,Telefon
2024-04-11,Alışveriş,3757.18,Spor,Üyelik
2024-04-12,Restoran,291.83,Fatura Ödemesi,İnternet
2024-04-03,Fatura Ödemesi,129.38,ATM,ATM Çekimi
2024-04-24,Alışveriş,454.89,Eğitim,Seminer
2024-04-23,Spor,227.78,ATM,ATM Çekimi
2024-04-23,Eğitim,287.41,ATM,ATM Çekimi
2024-04-30,Spor,3978.06,Restoran,Fast Food
2024-04-15,Eğitim,3511.4,Restoran,Fast Food
2024-04-26,Fatura Ödemesi,438.59,Restoran,Cafe
2024-04-17,Fatura Ödemesi,48.32,Restoran,Fast Food
