Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-03-06,Alışveriş,370.77,ATM,ATM Çekimi
2024-03-21,ATM Çekimi,238.48,Kafe,Kahve Dünyası
2024-03-24,Fatura Ödemesi,196.55,Giyim,Zara
2024-03-06,Alışveriş,229.34,Kafe,Kahve Dünyası
2024-03-15,Fatura Ödemesi,456.46,Fatura Ödemesi,Elektrik
2024-03-03,Kafe,296.93,Giyim,Zara
2024-03-06,Seyahat,14.96,Seyahat,Tren
2024-03-08,ATM Çekimi,436.44,Fatura Ödemesi,Doğalgaz
2024-03-10,Seyahat,46.86,Giyim,LC Waikiki
2024-03-21,Seyahat,410.67,Kafe,Starbucks
2024-03-22,Seyahat,49.12,Fatura Ödemesi,Su
2024-03-24,Seyahat,429.28,Seyahat,Otobüs
2024-03-30,ATM Çekimi,117.96,Seyahat,Uçak
2024-03-02,Seyahat,280.05,Fatura Ödemesi,Su
2024-03-23,ATM Çekimi,331.41,Giyim,H&M
2024-03-17,Seyahat,422.59,Fatura Ödemesi,Elektrik
2024-03-14,Kafe,197.09,Seyahat,Otobüs
2024-03-19,Fatura Ödemesi,158.62,Fatura Ödemesi,Elektrik
2024-03-01,Fatura Ödemesi,48.71,Giyim,LC Waikiki
2024-03-06,Seyahat,257.92,ATM,ATM Çekimi
2024-03-26,Kafe,60.23,Seyahat,Tren
2024-04-07,Alışveriş,169.28,Restoran,Fine Dining
2024-04-02,Eğitim,393.36,ATM,ATM Çekimi
2024-04-03,Alışveriş,458.48,Restoran,Fast Food
2024-04-06,Spor,459.53,Restoran,Fast Food
2024-04-01,Spor,293.21,Spor,Spor Salonu
2024-04-23,Restoran,394.51,ATM,ATM Çekimi
2024-04-27,Eğitim,227.74,Restoran,Fine Dining
2024-04-07,Restoran,10.12,Spor,Spor Salonu
2024-04-28,Restoran,36.38,ATM,ATM Çekimi
2024-04-18,Eğitim,394.47,Fatura Ödemesi,Telefon
2024-04-02,Spor,470.37,Eğitim,Kurs
2024-04-19,Restoran,479.76,Spor,Ekipman
2024-04-10,Restoran,486.58,ATM,ATM Çekimi
2024-04-30,Alışveriş,230.4,Spor,Üyelik
2024-04-06,Restoran,139.33,ATM,ATM Çekimi
2024-04-05,Spor,33.04,Fatura Ödemesi,Su
2024-04-24,Spor,326.35,Eğitim,Kurs
2024-04-15,Restoran,129.86,Restoran,Fine Dining
2024-04-29,Fatura Ödemesi,399.8,Fatura Ödemesi,İnternet
2024-04-01,Alışveriş,92.2,Eğitim,Kitap
2024-04-25,Fatura Ödemesi,343.72,Restoran,Fine Dining
2024-04-19,Restoran,11.08,ATM,ATM Çekimi
2024-04-23,Eğitim,107.34,Spor,Ekipman
2024-04-07,Spor,451.96,Restoran,Fast Food
2024-04-08,Eğitim,124.8,Eğitim,Kitap
2024-04-03,Eğitim,324.26,Eğitim,Kitap
2024-04-18,Eğitim,352.26,Restoran,Fine Dining
2024-04-14,Alışveriş,137.09,Spor,Ekipman
2024-04-09,Fatura Ödemesi,496.83,ATM,ATM Çekimi
2024-04-13,Restoran,351.74,Spor,Ekipman
2024-04-28,Restoran,343.11,Eğitim,Kurs
2024-04-08,Spor,484.85,Restoran,Cafe
2024-04-23,Spor,443.89,Spor,Spor Salonu
2024-04-19,Restoran,104.61,Fatura Ödemesi,Telefon
2024-04-24,Alışveriş,415.95,Fatura Ödemesi,Telefon
2024-04-26,Alışveriş,466.52,Restoran,Fine Dining
2024-04-09,Spor,222.17,Spor,Üyelik
2024-04-05,Restoran,135.97,Eğitim,Seminer
2024-04-22,Alışveriş,267.77,ATM,ATM Çekimi
2024-04-08,Fatura Ödemesi,304.4,Eğitim,Seminer
2024-04-07,Restoran,159.92,Eğitim,Kurs
2024-04-01,Fatura Ödemesi,83.01,Fatura Ödemesi,İnternet
2024-04-21,Alışveriş,80.18,Fatura Ödemesi,İnternet
2024-04-01,Fatura Ödemesi,261.61,ATM,ATM Çekimi
2024-04-22,Restoran,12.79,Restoran,Cafe
2024-04-16,Restoran,137.96,Fatura Ödemesi,Telefon
2024-04-30,Eğitim,291.61,Spor,Spor Salonu
2024-04-07,Restoran,67.91,Eğitim,Kurs
2024-04-01,Eğitim,301.5,Eğitim,Kurs
2024-04-21,Restoran,192.52,Fatura Ödemesi,İnternet
2024-04-19,Eğitim,118.79,Spor,Spor Salonu
2024-04-24,Eğitim,119.36,Spor,Üyelik
2024-04-09,Spor,208.7,Eğitim,Seminer
2024-04-30,Spor,332.67,Spor,Üyelik
2024-04-20,Eğitim,53.86,Fatura Ödemesi,İnternet
2024-04-07,Fatura Ödemesi,430.72,Fatura Ödemesi,Su
2024-04-06,Restoran,29.95,ATM,ATM Çekimi
2024-04-24,Restoran,481.85,Spor,Üyelik
2024-04-28,Restoran,61.32,Eğitim,Kurs
2024-04-30,Restoran,496.69,Restoran,Fast Food
2024-04-10,Restoran,21.44,ATM,ATM Çekimi
2024-04-08,Spor,195.39,Eğitim,Seminer
2024-04-16,Fatura Ödemesi,498.51,Eğitim,Kitap
2024-04-10,Spor,461.78,Spor,Ekipman
2024-04-11,Fatura Ödemesi,343.32,ATM,ATM Çekimi
2024-04-27,Alışveriş,25.61,Spor,Ekipman
2024-04-14,Spor,437.21,ATM,ATM Çekimi
2024-04-21,Eğitim,333.65,Fatura Ödemesi,Su
2024-04-21,Spor,190.28,Restoran,Cafe
2024-04-27,Alışveriş,31.46,Spor,Spor Salonu
2024-04-27,Spor,44.61,Spor,Üyelik
2024-04-28,Alışveriş,109.79,Fatura Ödemesi,Telefon
2024-04-12,Spor,41.12,ATM,ATM Çekimi
2024-04-02,Eğitim,104.13,Eğitim,Seminer
2024-04-23,Restoran,130.04,ATM,ATM Çekimi
2024-04-27,Restoran,366.67,Fatura Ödemesi,İnternet
2024-04-17,Eğitim,419.08,Spor,Üyelik
2024-04-08,Eğitim,420.8,Eğitim,Kitap
2024-04-15,Eğitim,19.2,ATM,ATM Çekimi
2024-04-16,Fatura Ödemesi,445.44,Fatura Ödemesi,İnternet
2024-04-02,Restoran,327.77,Restoran,Fine Dining
2024-04-24,Restoran,193.4,Restoran,Fine Dining
2024-04-12,Eğitim,285.9,Fatura Ödemesi,Telefon
2024-04-20,Alışveriş,434.32,Eğitim,Kurs
2024-04-26,Eğitim,426.99,Spor,Ekipman
2024-04-23,Fatura Ödemesi,23.72,Spor,Ekipman
2024-04-20,Spor,454.52,Eğitim,Kitap
2024-04-16,Fatura Ödemesi,17.23,ATM,ATM Çekimi
2024-04-23,Alışveriş,417.49,Fatura Ödemesi,Telefon
2024-04-08,Eğitim,248.33,Spor,Üyelik
2024-04-25,Fatura Ödemesi,333.21,ATM,ATM Çekimi
2024-04-11,Fatura Ödemesi,190.12,Spor,Üyelik
2024-04-17,Alışveriş,317.75,ATM,ATM Çekimi
2024-04-01,Eğitim,184.71,Fatura Ödemesi,Telefon
2024-04-16,Eğitim,153.7,Fatura Ödemesi,İnternet
2024-04-13,Eğitim,205.88,Fatura Ödemesi,Su
2024-04-09,Spor,45.04,Fatura Ödemesi,Su
2024-04-12,Alışveriş,181.83,Eğitim,Kitap
2024-04-28,Alışveriş,61.51,Spor,Spor Salonu
2024-04-19,Fatura Ödemesi,394.67,Fatura Ödemesi,Su
2024-04-09,Alışveriş,115.32,Fatura Ödemesi,İnternet
2024-04-26,Spor,120.26,Spor,Spor Salonu
2024-04-16,Restoran,466.56,Restoran,Fast Food
2024-04-23,Fatura Ödemesi,419.64,Fatura Ödemesi,Su
2024-04-22,Eğitim,163.63,Restoran,Cafe
2024-04-12,Spor,203.65,Fatura Ödemesi,Telefon
2024-04-10,Restoran,56.33,Fatura Ödemesi,Su
2024-04-08,Fatura Ödemesi,32.45,Restoran,Fast Food
2024-04-26,Fatura Ödemesi,202.23,ATM,ATM Çekimi
2024-04-18,Fatura Ödemesi,54.04,Fatura Ödemesi,İnternet
2024-04-29,Restoran,405.82,Fatura Ödemesi,Su
2024-04-05,Eğitim,479.27,Restoran,Fine Dining
2024-04-20,Restoran,207.43,Restoran,Cafe
2024-04-15,Spor,455.91,Eğitim,Kurs
2024-04-17,Fatura Ödemesi,166.3,Restoran,Cafe
2024-04-18,Eğitim,70.6,Restoran,Fast Food
2024-04-28,Restoran,326.06,Spor,Ekipman
2024-04-29,Spor,191.65,Eğitim,Kitap
2024-04-19,Restoran,403.23,ATM,ATM Çekimi
2024-04-11,Fatura Ödemesi,237.15,Restoran,Cafe
2024-04-29,Fatura Ödemesi,106.37,Restoran,Fine Dining
2024-04-21,Alışveriş,304.51,Fatura Ödemesi,Telefon
2024-04-07,Restoran,29.48,Eğitim,Kitap
2024-04-24,Spor,459.51,Eğitim,Kurs
2024-04-14,Eğitim,465.68,Eğitim,Seminer
2024-04-29,Restoran,343.0,Restoran,Fine Dining
2024-04-03,Eğitim,63.31,Eğitim,Kitap
2024-04-06,Alışveriş,263.29,Restoran,Fine Dining
2024-04-16,Spor,187.96,Spor,Ekipman
2024-04-14,Fatura Ödemesi,424.71,Restoran,Fine Dining
2024-04-14,Alışveriş,45.76,Restoran,Fine Dining
2024-04-02,Restoran,448.25,ATM,ATM Çekimi
2024-04-15,Spor,185.92,Fatura Ödemesi,İnternet
2024-04-29,Alışveriş,91.28,Restoran,Fast Food
2024-04-15,Fatura Ödemesi,100.84,Restoran,Cafe
2024-04-20,Eğitim,471.56,ATM,ATM Çekimi
2024-04-02,Spor,434.91,Fatura Ödemesi,Telefon
2024-04-22,Restoran,24.5,Eğitim,Kurs
2024-04-20,Fatura Ödemesi,385.34,Spor,Ekipman
2024-04-02,Spor,77.5,ATM,ATM Çekimi
2024-04-07,Alışveriş,362.16,Eğitim,Kurs
2024-04-23,Fatura Ödemesi,415.08,ATM,ATM Çekimi
2024-04-23,Eğitim,282.03,Fatura Ödemesi,Su
2024-04-03,Alışveriş,451.6,Restoran,Fast Food
2024-04-29,Eğitim,266.69,Fatura Ödemesi,İnternet
2024-04-19,Fatura Ödemesi,24.51,Eğitim,Kurs
2024-04-15,Eğitim,350.69,Restoran,Fine Dining
2024-04-02,Spor,361.94,Fatura Ödemesi,İnternet
2024-04-06,Spor,67.06,Spor,Üyelik
2024-04-05,Alışveriş,489.07,Eğitim,Kitap
2024-04-14,Restoran,122.45,Spor,Ekipman
2024-04-12,Restoran,277.8,Restoran,Fine Dining
2024-04-25,Spor,224.63,Spor,Ekipman
2024-04-26,Spor,479.11,Spor,Spor Salonu
2024-04-10,Fatura Ödemesi,182.97,ATM,ATM Çekimi
2024-04-17,Alışveriş,458.05,Restoran,Cafe
2024-04-12,Eğitim,457.04,Eğitim,Kitap
2024-04-12,Eğitim,410.51,Restoran,Cafe
2024-04-12,Spor,25.43,ATM,ATM Çekimi
2024-04-22,Fatura Ödemesi,467.4,Fatura Ödemesi,Telefon
2024-04-18,Spor,330.96,Fatura Ödemesi,Telefon
2024-04-17,Spor,17.05,ATM,ATM Çekimi
2024-04-29,Eğitim,475.72,Restoran,Cafe
2024-04-10,Alışveriş,499.47,Fatura Ödemesi,İnternet
2024-04-12,Fatura Ödemesi,181.08,Fatura Ödemesi,İnternet
2024-04-29,Alışveriş,495.59,Spor,Spor Salonu
2024-04-26,Fatura Ödemesi,336.43,Eğitim,Seminer
2024-04-07,Fatura Ödemesi,130.49,Fatura Ödemesi,Su
2024-04-06,Spor,208.0,Eğitim,Seminer
2024-04-15,Fatura Ödemesi,443.1,Eğitim,Kurs
2024-04-01,Fatura Ödemesi,63.71,ATM,ATM Çekimi
2024-04-14,Spor,291.3,Fatura Ödemesi,Telefon
2024-04-21,Restoran,257.83,Eğitim,Kitap
2024-04-18,Spor,305.34,Restoran,Fast Food
2024-04-03,Alışveriş,383.92,ATM,ATM Çekimi
2024-04-17,Restoran,240.53,Fatura Ödemesi,Su
2024-04-08,Fatura Ödemesi,362.45,Restoran,Fast Food
2024-04-28,Alışveriş,456.86,Fatura Ödemesi,Su
2024-04-05,Eğitim,365.04,Fatura Ödemesi,Su
2024-04-03,Spor,419.34,Fatura Ödemesi,Telefon
2024-04-28,Alışveriş,84.22,Eğitim,Kitap
2024-04-20,Eğitim,272.38,ATM,ATM Çekimi
2024-04-30,Fatura Ödemesi,385.64,ATM,ATM Çekimi
2024-04-18,Spor,312.78,Spor,Ekipman
2024-04-18,Spor,452.23,ATM,ATM Çekimi
2024-04-26,Alışveriş,114.58,Fatura Ödemesi,İnternet
2024-04-18,Alışveriş,234.98,Fatura Ödemesi,Telefon
2024-04-23,Alışveriş,375.16,Spor,Üyelik
2024-04-22,Restoran,309.49,Spor,Spor Salonu
2024-04-02,Restoran,226.31,ATM,ATM Çekimi
2024-04-30,Eğitim,163.22,ATM,ATM Çekimi
2024-04-11,Eğitim,175.07,Restoran,Cafe
2024-04-25,Fatura Ödemesi,275.09,Fatura Ödemesi,Telefon
2024-04-18,Alışveriş,244.89,Eğitim,Kurs
2024-04-02,Restoran,355.49,ATM,ATM Çekimi
2024-04-03,Alışveriş,358.87,ATM,ATM Çekimi
2024-04-20,Fatura Ödemesi,472.19,ATM,ATM Çekimi
2024-04-02,Fatura Ödemesi,444.63,Fatura Ödemesi,İnternet
2024-04-30,Fatura Ödemesi,126.39,Spor,Spor Salonu
2024-04-21,Restoran,19.51,Restoran,Fast Food
2024-04-27,Eğitim,476.38,Restoran,Fine Dining
2024-04-23,Alışveriş,301.59,Spor,Üyelik
2024-04-02,Fatura Ödemesi,356.53,Eğitim,Kitap
2024-04-10,Alışveriş,495.73,Eğitim,Seminer
2024-04-28,Spor,92.48,ATM,ATM Çekimi
2024-04-06,Fatura Ödemesi,255.53,Fatura Ödemesi,İnternet
2024-04-10,Alışveriş,138.46,Restoran,Fast Food
2024-04-25,Fatura Ödemesi,172.25,Restoran,Cafe
2024-04-27,Alışveriş,144.88,Spor,Üyelik
2024-04-26,Eğitim,278.77,Spor,Ekipman
2024-04-07,Restoran,198.63,Fatura Ödemesi,İnternet
2024-04-23,Alışveriş,375.48,Spor,Spor Salonu
2024-04-11,Alışveriş,104.67,Restoran,Fast Food
2024-04-15,Spor,389.57,ATM,ATM Çekimi
2024-04-15,Alışveriş,375.09,ATM,ATM Çekimi
2024-04-11,Alışveriş,72.18,ATM,ATM Çekimi
2024-04-04,Alışveriş,455.01,Spor,Ekipman
2024-04-02,Alışveriş,478.73,Restoran,Fine Dining
2024-04-22,Restoran,26.87,Restoran,Cafe
2024-04-01,Restoran,98.06,Fatura Ödemesi,İnternet
2024-04-03,Spor,308.29,Spor,Spor Salonu
2024-04-10,Eğitim,339.75,Spor,Spor Salonu
2024-04-29,Spor,184.34,Spor,Üyelik
2024-04-25,Alışveriş,50.33,Fatura Ödemesi,İnternet
2024-04-21,Eğitim,171.6,Eğitim,Kitap
2024-04-09,Restoran,44.99,ATM,ATM Çekimi
2024-04-28,Restoran,386.63,Fatura Ödemesi,Su
2024-04-06,Spor,219.02,Fatura Ödemesi,Telefon
2024-04-30,Fatura Ödemesi,323.75,Eğitim,Kitap
2024-04-27,Eğitim,45.32,ATM,ATM Çekimi
2024-04-25,Alışveriş,474.8,Fatura Ödemesi,Su
2024-04-10,Restoran,88.55,Fatura Ödemesi,İnternet
2024-04-26,Spor,273.38,Fatura Ödemesi,Su
2024-04-19,Spor,16.07,ATM,ATM Çekimi
2024-04-24,Alışveriş,347.15,Fatura Ödemesi,İnternet
2024-04-19,Spor,368.72,Fatura Ödemesi,İnternet
2024-04-11,Eğitim,16.89,ATM,ATM Çekimi
2024-04-08,Eğitim,490.6,Fatura Ödemesi,Su
2024-04-10,Restoran,231.72,Fatura Ödemesi,Su
2024-04-08,Spor,437.06,Eğitim,Seminer
2024-04-18,Restoran,70.11,Eğitim,Seminer
2024-04-23,Spor,67.54,ATM,ATM Çekimi
2024-04-20,Fatura Ödemesi,283.42,Spor,Spor Salonu
2024-04-30,Eğitim,93.93,Spor,Ekipman
2024-04-22,Eğitim,197.31,Spor,Spor Salonu
2024-04-29,Alışveriş,373.7,Fatura Ödemesi,Telefon
2024-04-01,Fatura Ödemesi,255.8,ATM,ATM Çekimi
2024-04-25,Spor,125.44,Spor,Ekipman
2024-04-22,Spor,163.08,Eğitim,Kurs
2024-04-23,Spor,112.05,ATM,ATM Çekimi
2024-04-16,Restoran,159.8,Fatura Ödemesi,Su
2024-04-12,Spor,476.25,Restoran,Cafe
2024-04-28,Eğitim,123.3,Restoran,Fine Dining
2024-04-26,Restoran,412.31,Spor,Spor Salonu
2024-04-19,Restoran,471.53,Fatura Ödemesi,Telefon
2024-04-24,Restoran,483.64,Fatura Ödemesi,Telefon
2024-04-07,Fatura Ödemesi,429.45,ATM,ATM Çekimi
2024-04-25,Restoran,207.34,Eğitim,Kitap
2024-04-07,Eğitim,142.82,Eğitim,Kitap
2024-04-22,Restoran,44.44,Restoran,Fast Food
2024-04-22,Restoran,370.66,Fatura Ödemesi,Telefon
2024-04-30,Eğitim,184.95,Eğitim,Kurs
2024-04-27,Eğitim,56.63,Eğitim,Seminer
2024-04-28,Alışveriş,497.18,Restoran,Cafe
2024-04-28,Fatura Ödemesi,95.82,Spor,Üyelik
2024-04-05,Eğitim,203.48,Eğitim,Kurs
2024-04-14,Eğitim,200.45,Eğitim,Kitap
2024-04-23,Alışveriş,350.62,Restoran,Fine Dining
2024-04-07,Alışveriş,404.24,ATM,ATM Çekimi
2024-04-05,Fatura Ödemesi,205.26,Restoran,Cafe
2024-04-14,Alışveriş,345.42,ATM,ATM Çekimi
2024-04-19,Eğitim,147.94,Restoran,Fine Dining
2024-04-23,Eğitim,442.7,Fatura Ödemesi,İnternet
2024-04-03,Eğitim,146.51,Spor,Üyelik
2024-04-25,Alışveriş,325.54,Spor,Spor Salonu
2024-04-08,Restoran,66.81,Eğitim,Kurs
2024-04-19,Eğitim,115.06,ATM,ATM Çekimi
2024-04-01,Spor,11.52,Eğitim,Seminer
2024-04-21,Spor,327.69,Fatura Ödemesi,Su
2024-04-09,Alışveriş,337.1,ATM,ATM Çekimi
2024-04-13,Spor,338.37,Restoran,Cafe
2024-04-26,Eğitim,489.91,Eğitim,Seminer
2024-04-15,Alışveriş,498.66,Fatura Ödemesi,Telefon
2024-04-08,Spor,102.1,Spor,Ekipman
2024-04-27,Restoran,493.5,Spor,Spor Salonu
2024-04-10,Fatura Ödemesi,172.16,Restoran,Cafe
2024-04-09,Restoran,365.52,Spor,Spor Salonu
2024-04-21,Restoran,419.84,Fatura Ödemesi,Telefon
2024-04-16,Eğitim,313.55,ATM,ATM Çekimi
2024-04-29,Restoran,468.96,ATM,ATM Çekimi
2024-04-21,Restoran,98.0,Fatura Ödemesi,Telefon
2024-04-12,Alışveriş,194.03,Restoran,Fast Food
2024-04-09,Eğitim,230.23,ATM,ATM Çekimi
2024-04-29,Restoran,129.3,Spor,Ekipman
2024-04-07,Eğitim,454.19,ATM,ATM Çekimi
2024-04-06,Fatura Ödemesi,365.99,Eğitim,Kurs
2024-04-09,Spor,170.94,Fatura Ödemesi,Telefon
2024-04-25,Alışveriş,303.82,Spor,Spor Salonu
2024-04-10,Fatura Ödemesi,432.8,Eğitim,Kitap
2024-04-13,Alışveriş,474.45,Fatura Ödemesi,İnternet
2024-04-03,Alışveriş,68.31,ATM,ATM Çekimi
2024-04-26,Spor,207.09,Eğitim,Seminer
2024-04-21,Spor,32.56,Fatura Ödemesi,İnternet
2024-04-04,Fatura Ödemesi,213.87,Fatura Ödemesi,Telefon
2024-04-30,Alışveriş,403.78,Eğitim,Kitap
2024-04-28,Alışveriş,390.86,ATM,ATM Çekimi
2024-04-04,Restoran,51.12,Spor,Spor Salonu
2024-04-18,Eğitim,250.36,Spor,Üyelik
2024-04-18,Fatura Ödemesi,82.94,Eğitim,Kitap
2024-04-28,Alışveriş,205.65,ATM,ATM Çekimi
2024-04-21,Eğitim,164.32,Fatura Ödemesi,İnternet
2024-04-12,Alışveriş,404.79,Spor,Spor Salonu
2024-04-18,Restoran,218.36,Eğitim,Kurs
2024-04-16,Restoran,277.83,Fatura Ödemesi,İnternet
2024-04-09,Restoran,198.39,ATM,ATM Çekimi
2024-04-13,Eğitim,79.15,Restoran,Cafe
2024-04-03,Spor,212.08,Eğitim,Kurs
2024-04-14,Alışveriş,333.87,Fatura Ödemesi,Telefon
2024-04-15,Eğitim,289.56,ATM,ATM Çekimi
2024-04-05,Fatura Ödemesi,310.11,Restoran,Fine Dining
2024-04-03,Eğitim,374.73,Spor,Ekipman
2024-04-11,Spor,426.8,ATM,ATM Çekimi
2024-04-30,Spor,381.82,Restoran,Fast Food
2024-04-03,Eğitim,107.06,Fatura Ödemesi,İnternet
2024-04-24,Fatura Ödemesi,263.43,Fatura Ödemesi,Su
2024-04-28,Spor,336.92,ATM,ATM Çekimi
2024-04-03,Eğitim,288.08,ATM,ATM Çekimi
2024-04-20,Restoran,443.67,Fatura Ödemesi,İnternet
2024-04-03,Restoran,97.3,Spor,Ekipman
2024-04-04,Alışveriş,348.98,Eğitim,Kurs
2024-04-09,Spor,358.1,Restoran,Cafe
2024-04-04,Spor,347.45,ATM,ATM Çekimi
2024-04-21,Eğitim,287.22,ATM,ATM Çekimi
2024-04-16,Spor,225.78,Eğitim,Kurs
2024-04-07,Fatura Ödemesi,336.05,Fatura Ödemesi,Su
2024-04-23,Alışveriş,146.67,Fatura Ödemesi,Telefon
2024-04-16,Alışveriş,302.64,ATM,ATM Çekimi
2024-04-03,Restoran,321.54,Eğitim,Seminer
2024-04-28,Fatura Ödemesi,421.02,ATM,ATM Çekimi
2024-04-17,Eğitim,63.38,Spor,Ekipman
2024-04-23,Fatura Ödemesi,47.13,ATM,ATM Çekimi
2024-04-18,Spor,95.33,Restoran,Fast Food
2024-04-18,Fatura Ödemesi,116.83,Spor,Spor Salonu
2024-04-24,Eğitim,403.22,ATM,ATM Çekimi
2024-04-14,Restoran,322.33,Fatura Ödemesi,İnternet
2024-04-30,Spor,374.52,Restoran,Fast Food
2024-04-01,Spor,33.3,ATM,ATM Çekimi
2024-04-22,Fatura Ödemesi,426.24,Eğitim,Kurs
2024-04-04,Restoran,206.81,Eğitim,Kitap
2024-04-30,Restoran,441.41,ATM,ATM Çekimi
2024-04-21,Alışveriş,384.57,Restoran,Cafe
2024-04-29,Fatura Ödemesi,336.04,ATM,ATM Çekimi
2024-04-15,Spor,305.63,Eğitim,Seminer
2024-04-16,Spor,148.5,Restoran,Cafe
2024-04-29,Spor,244.75,Fatura Ödemesi,Telefon
2024-04-13,Restoran,294.06,Restoran,Fast Food
2024-04-16,Spor,377.91,Fatura Ödemesi,Telefon
2024-04-16,Restoran,256.02,Restoran,Cafe
2024-04-06,Fatura Ödemesi,425.21,ATM,ATM Çekimi
2024-04-06,Alışveriş,278.58,ATM,ATM Çekimi
2024-04-02,Alışveriş,468.03,Eğitim,Kurs
2024-04-14,Spor,384.84,Restoran,Cafe
2024-04-10,Fatura Ödemesi,337.87,Spor,Spor Salonu
2024-04-24,Alışveriş,205.21,Fatura Ödemesi,Su
2024-04-16,Alışveriş,148.16,ATM,ATM Çekimi
2024-04-13,Fatura Ödemesi,155.25,Restoran,Fine Dining
2024-04-07,Restoran,108.48,Restoran,Fast Food
2024-04-11,Spor,16.11,Fatura Ödemesi,Telefon
2024-04-01,Alışveriş,375.95,Fatura Ödemesi,İnternet
2024-04-14,Eğitim,408.37,Spor,Üyelik
2024-04-04,Spor,143.04,Spor,Üyelik
2024-04-06,Eğitim,372.15,Restoran,Cafe
2024-04-08,Spor,373.62,Spor,Spor Salonu
2024-04-17,Alışveriş,264.46,Fatura Ödemesi,Su
2024-04-06,Eğitim,108.53,Fatura Ödemesi,Su
2024-04-11,Fatura Ödemesi,259.57,Fatura Ödemesi,Su
2024-04-17,Alışveriş,311.71,Spor,Üyelik
2024-04-19,Spor,179.4,Spor,Ekipman
2024-04-21,Restoran,364.68,Fatura Ödemesi,İnternet
2024-04-30,Eğitim,285.86,ATM,ATM Çekimi
2024-04-05,Spor,481.15,Restoran,Cafe
2024-04-20,Spor,306.38,Eğitim,Kitap
2024-04-07,Restoran,388.42,Restoran,Cafe
2024-04-26,Fatura Ödemesi,452.34,ATM,ATM Çekimi
2024-04-25,Spor,92.27,Restoran,Fine Dining
2024-04-15,Alışveriş,495.6,Eğitim,Seminer
2024-04-07,Alışveriş,361.94,Spor,Ekipman
2024-04-18,Fatura Ödemesi,292.68,Fatura Ödemesi,İnternet
2024-04-26,Spor,284.6,ATM,ATM Çekimi
2024-04-05,Alışveriş,455.85,ATM,ATM Çekimi
2024-04-13,Restoran,15.79,Restoran,Cafe
2024-04-21,Alışveriş,286.38,Spor,Spor Salonu
2024-04-16,Restoran,192.3,Spor,Spor Salonu
2024-04-21,Fatura Ödemesi,442.94,Spor,Üyelik
2024-04-26,Fatura Ödemesi,455.18,Eğitim,Kurs
2024-04-16,Restoran,405.23,Fatura Ödemesi,Su
2024-04-26,Eğitim,55.38,Spor,Ekipman
2024-04-01,Spor,96.4,Fatura Ödemesi,Su
2024-04-15,Restoran,451.55,Eğitim,Kitap
2024-04-20,Fatura Ödemesi,383.94,ATM,ATM Çekimi
